name.x,date,year,word,n.x,total.x,idf.x,tf_idf.x,source.x,tf.x,name.y,n.y,total.y,idf.y,tf_idf.y,source.y,tf.y,sentiment
Ideologically Sophisticated Donors,2016-09-19,2016,financing,1,3418,2.9812207086129447,8.722120270956539e-4,APSA,2.925687536571094e-4,Deterring Rational Fanatics,1,406,2.9812207086129447,0.007342908149292967,PSQ,0.0024630541871921183,economic
Ideologically Sophisticated Donors,2016-09-19,2016,financing,1,3418,2.9812207086129447,8.722120270956539e-4,APSA,2.925687536571094e-4,Intelligence and the Iraq and Afghanistan Wars,1,4334,2.9812207086129447,6.878681838054787e-4,PSQ,2.3073373327180433e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,housing,1,3418,2.4240291642890286,7.091951914245257e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",5,4346,2.4240291642890286,0.0027888048369639077,PSQ,0.001150483202945237,economic
Ideologically Sophisticated Donors,2016-09-19,2016,labor,1,3418,1.4419870548520932,4.218803554277628e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,1.4419870548520932,0.0013271855083774443,PSQ,9.203865623561896e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,Intelligence and the Iraq and Afghanistan Wars,19,4334,1.3450253470092952,0.005896511673552518,PSQ,0.004383940932164283,security
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,Decision Making in Using Assassinations in International Relations,17,5254,1.3450253470092952,0.004352004358423681,PSQ,0.0032356299961933763,security
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,1.3450253470092952,0.0012379432554158263,PSQ,9.203865623561896e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,Deterring Rational Fanatics,1,406,1.3450253470092952,0.0033128703128307764,PSQ,0.0024630541871921183,security
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,The Causes and Effects of International Treaties,1,2889,1.3450253470092952,4.6556779058819496e-4,PSQ,3.4614053305642093e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,military,1,3418,1.3450253470092952,3.935123894117306e-4,APSA,2.925687536571094e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,1.3450253470092952,3.2162251243646466e-4,PSQ,2.3912003825920613e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,money,1,3418,1.3957976723827186,4.083667853665063e-4,APSA,2.925687536571094e-4,Intelligence and the Iraq and Afghanistan Wars,3,4334,1.3957976723827186,9.661728235228786e-4,PSQ,6.922011998154131e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,money,1,3418,1.3957976723827186,4.083667853665063e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.3957976723827186,3.2116835535727533e-4,PSQ,2.300966405890474e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,oil,1,3418,2.5928500338640807,7.585869028274081e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,2.5928500338640807,0.002386424329373291,PSQ,9.203865623561896e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,tax,1,3418,1.6426577503142443,4.805903306946297e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",41,4346,1.6426577503142443,0.015496771229379662,PSQ,0.009433962264150943,economic
Ideologically Sophisticated Donors,2016-09-19,2016,taxes,1,3418,2.08202441009809,6.091352867460767e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",45,4346,2.08202441009809,0.02155800700745836,PSQ,0.010354348826507133,economic
Ideologically Sophisticated Donors,2016-09-19,2016,urban,1,3418,1.8713723466779095,5.475050750959361e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.8713723466779095,8.611929805236584e-4,PSQ,4.601932811780948e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,conflicts,1,3584,1.6338081350372617,4.5586164482066453e-4,APSA,2.7901785714285713e-4,The Bankruptcy of Liberalism and Conservatism,2,4462,1.6338081350372617,7.3232099284503e-4,PSQ,4.4822949350067237e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,conflicts,1,3584,1.6338081350372617,4.5586164482066453e-4,APSA,2.7901785714285713e-4,The Consequences of Forced State Failure in Iraq,2,4438,1.6338081350372617,7.362812686062468e-4,PSQ,4.506534474988734e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,conflicts,1,3584,1.6338081350372617,4.5586164482066453e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,1,5698,1.6338081350372617,2.8673361443265385e-4,PSQ,1.755001755001755e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,deficit,1,3584,3.0514249672861933,8.514020556044065e-4,APSA,2.7901785714285713e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,3.0514249672861933,6.087023673022528e-4,PSQ,1.9948134849391582e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,developed,1,3584,0.7972664681976223,2.2245158152835442e-4,APSA,2.7901785714285713e-4,The Consequences of Forced State Failure in Iraq,4,4438,0.7972664681976223,7.185817649370187e-4,PSQ,9.013068949977468e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,developed,1,3584,0.7972664681976223,2.2245158152835442e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,3,5698,0.7972664681976223,4.197612152672634e-4,PSQ,5.265005265005265e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,developed,1,3584,0.7972664681976223,2.2245158152835442e-4,APSA,2.7901785714285713e-4,The Bankruptcy of Liberalism and Conservatism,1,4462,0.7972664681976223,1.7867917261264507e-4,PSQ,2.2411474675033618e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,dollars,1,3584,2.0481228584224085,5.714628511223238e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,2,5698,2.0481228584224085,7.188918421981075e-4,PSQ,3.51000351000351e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economies,1,3584,2.1759562299322934,6.071306445123586e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,7,5698,2.1759562299322934,0.002673164901636724,PSQ,0.0012285012285012285,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economies,1,3584,2.1759562299322934,6.071306445123586e-4,APSA,2.7901785714285713e-4,Sustaining China's Economic Growth after the Global Financial Crisis,1,293,2.1759562299322934,0.007426471774512947,PSQ,0.0034129692832764505,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,environment,1,3584,0.8663956630437925,2.4173986134034387e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,4,5698,0.8663956630437925,6.08210363667106e-4,PSQ,7.02000702000702e-4,environmental
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,environment,1,3584,0.8663956630437925,2.4173986134034387e-4,APSA,2.7901785714285713e-4,The Consequences of Forced State Failure in Iraq,2,4438,0.8663956630437925,3.9044419244875733e-4,PSQ,4.506534474988734e-4,environmental
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,environment,1,3584,0.8663956630437925,2.4173986134034387e-4,APSA,2.7901785714285713e-4,The Bankruptcy of Liberalism and Conservatism,1,4462,0.8663956630437925,1.9417204460864916e-4,PSQ,2.2411474675033618e-4,environmental
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,expenditures,1,3584,2.075151530810328,5.790043333734175e-4,APSA,2.7901785714285713e-4,"Congressional Parties, Institutional Ambition, and the Financing of Majority Control",1,331,2.075151530810328,0.006269339972236641,PSQ,0.0030211480362537764,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,fiscal,1,3584,2.1029310949174036,5.867553278229362e-4,APSA,2.7901785714285713e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,2.1029310949174036,4.1949553060391056e-4,PSQ,1.9948134849391582e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,fiscal,1,3584,2.1029310949174036,5.867553278229362e-4,APSA,2.7901785714285713e-4,Sustaining China's Economic Growth after the Global Financial Crisis,1,293,2.1029310949174036,0.0071772392318000125,PSQ,0.0034129692832764505,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,funds,1,3584,1.9773537875342013,5.517170166111052e-4,APSA,2.7901785714285713e-4,"Congressional Parties, Institutional Ambition, and the Financing of Majority Control",5,331,1.9773537875342013,0.0298693925609396,PSQ,0.015105740181268883,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,funds,1,3584,1.9773537875342013,5.517170166111052e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,4,5698,1.9773537875342013,0.0013881037469527563,PSQ,7.02000702000702e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,monetary,1,3584,2.404797802361141,6.709815296766576e-4,APSA,2.7901785714285713e-4,The Point Four Program and U.S. International Development Policy,2,5698,2.404797802361141,8.440848727136332e-4,PSQ,3.51000351000351e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,terrorism,1,3584,2.6643089978462258,7.433897873454871e-4,APSA,2.7901785714285713e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,2.6643089978462258,5.314799516948386e-4,PSQ,1.9948134849391582e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,terrorism,1,3584,2.6643089978462258,7.433897873454871e-4,APSA,2.7901785714285713e-4,The Bankruptcy of Liberalism and Conservatism,1,4462,2.6643089978462258,5.971109363169489e-4,PSQ,2.2411474675033618e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,terrorism,1,3584,2.6643089978462258,7.433897873454871e-4,APSA,2.7901785714285713e-4,The Consequences of Forced State Failure in Iraq,1,4438,2.6643089978462258,6.00340017540835e-4,PSQ,2.253267237494367e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,threat,1,3584,1.1291690091287698,3.150583172792326e-4,APSA,2.7901785714285713e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,2,5013,1.1291690091287698,4.5049631323709153e-4,PSQ,3.9896269698783165e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,threat,1,3584,1.1291690091287698,3.150583172792326e-4,APSA,2.7901785714285713e-4,The Bankruptcy of Liberalism and Conservatism,1,4462,1.1291690091287698,2.5306342651922227e-4,PSQ,2.2411474675033618e-4,security
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,development,1,3454,0.9210310984324304,2.666563689729098e-4,APSA,2.8951939779965256e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,0.9210310984324304,0.0010184641707693665,PSQ,0.0011057869517139699,economic
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,development,1,3454,0.9210310984324304,2.666563689729098e-4,APSA,2.8951939779965256e-4,Return to Cold War,1,309,0.9210310984324304,0.0029806831664479947,PSQ,0.003236245954692557,economic
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,students,1,3454,1.8117340803581783,5.245321599184072e-4,APSA,2.8951939779965256e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",7,359,1.8117340803581783,0.035326291260465874,PSQ,0.019498607242339833,economic
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,students,1,3454,1.8117340803581783,5.245321599184072e-4,APSA,2.8951939779965256e-4,John Adams and the Fear of American Oligarchy,1,308,1.8117340803581783,0.0058822535076564235,PSQ,0.003246753246753247,economic
Making Austerity Popular,2018-03-25,2018,conflict,1,3368,0.8891474200272084,2.639986401505963e-4,APSA,2.969121140142518e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,0.8891474200272084,6.55471743477485e-4,PSQ,7.371913011426465e-4,security
Making Austerity Popular,2018-03-25,2018,culture,1,3368,1.8602611212528386,5.523340621297027e-4,APSA,2.969121140142518e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.8602611212528386,6.856841582207293e-4,PSQ,3.6859565057132326e-4,moral
Making Austerity Popular,2018-03-25,2018,democracy,1,3368,1.0066689835942475,2.988922160315462e-4,APSA,2.969121140142518e-4,John Adams and the Fear of American Oligarchy,2,308,1.0066689835942475,0.006536811581780828,PSQ,0.006493506493506494,moral
Making Austerity Popular,2018-03-25,2018,democratic,1,3368,0.45888765330582776,1.362493032380724e-4,APSA,2.969121140142518e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",5,2713,0.45888765330582776,8.457199655470471e-4,PSQ,0.0018429782528566164,moral
Making Austerity Popular,2018-03-25,2018,democratic,1,3368,0.45888765330582776,1.362493032380724e-4,APSA,2.969121140142518e-4,John Adams and the Fear of American Oligarchy,1,308,0.45888765330582776,0.0014898949782656747,PSQ,0.003246753246753247,moral
Making Austerity Popular,2018-03-25,2018,democratic,1,3368,0.45888765330582776,1.362493032380724e-4,APSA,2.969121140142518e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.45888765330582776,0.0012782385885956205,PSQ,0.002785515320334262,moral
Making Austerity Popular,2018-03-25,2018,environment,1,3368,0.8663956630437925,2.5724336788711177e-4,APSA,2.969121140142518e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.8663956630437925,0.0024133583928796446,PSQ,0.002785515320334262,environmental
Making Austerity Popular,2018-03-25,2018,school,1,3368,1.7308819837290834,5.13919828898184e-4,APSA,2.969121140142518e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.7308819837290834,6.379955708548041e-4,PSQ,3.6859565057132326e-4,economic
Making Austerity Popular,2018-03-25,2018,threat,1,3368,1.1291690091287698,3.35263957579801e-4,APSA,2.969121140142518e-4,John Adams and the Fear of American Oligarchy,2,308,1.1291690091287698,0.00733226629304396,PSQ,0.006493506493506494,security
Making Austerity Popular,2018-03-25,2018,threat,1,3368,1.1291690091287698,3.35263957579801e-4,APSA,2.969121140142518e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,1.1291690091287698,8.324135710495907e-4,PSQ,7.371913011426465e-4,security
Making Austerity Popular,2018-03-25,2018,threat,1,3368,1.1291690091287698,3.35263957579801e-4,APSA,2.969121140142518e-4,Return to Cold War,1,309,1.1291690091287698,0.003654268637957184,PSQ,0.003236245954692557,security
Monopoly Money,2014-09-11,2014,finance,1,4129,2.068325565739928,5.009265114410094e-4,APSA,2.421893921046258e-4,Political Engagement,1,2569,2.068325565739928,8.051092120435686e-4,PSQ,3.8925652004671076e-4,economic
Monopoly Money,2014-09-11,2014,financial,1,4129,1.525368663791144,3.6942810941902255e-4,APSA,2.421893921046258e-4,Political Engagement,4,2569,1.525368663791144,0.0023750387914225676,PSQ,0.001557026080186843,economic
Monopoly Money,2014-09-11,2014,freedom,1,4129,1.537297234656418,3.723170827455602e-4,APSA,2.421893921046258e-4,Reflections on Judging,1,283,1.537297234656418,0.00543214570549971,PSQ,0.0035335689045936395,moral
Monopoly Money,2014-09-11,2014,health,1,4129,1.4097839143574584,3.414347092171127e-4,APSA,2.421893921046258e-4,Political Engagement,3,2569,1.4097839143574584,0.0016463027415618433,PSQ,0.0011677695601401323,environmental
Monopoly Money,2014-09-11,2014,manufacturing,1,4129,3.0514249672861933,7.390227578799208e-4,APSA,2.421893921046258e-4,Political Engagement,1,2569,3.0514249672861933,0.0011877870639494718,PSQ,3.8925652004671076e-4,economic
Monopoly Money,2014-09-11,2014,poor,1,4129,1.1810223707390253,2.8603109003124853e-4,APSA,2.421893921046258e-4,Political Engagement,1,2569,1.1810223707390253,4.5972065813118925e-4,PSQ,3.8925652004671076e-4,economic
Monopoly Money,2014-09-11,2014,rates,1,4129,0.9539649201036793,2.3104018408904803e-4,APSA,2.421893921046258e-4,Political Engagement,9,2569,0.9539649201036793,0.0033420335854157704,PSQ,0.0035033086804203972,economic
Monopoly Money,2014-09-11,2014,workers,1,4129,1.8713723466779095,4.5322653104332996e-4,APSA,2.421893921046258e-4,Changing Minds or Changing Channels? Partisan News in an Age of Choice,1,385,1.8713723466779095,0.004860707393968596,PSQ,0.0025974025974025974,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,democratic,1,3651,0.45888765330582776,1.2568820961540063e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",5,2713,0.45888765330582776,8.457199655470471e-4,PSQ,0.0018429782528566164,moral
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,democratic,1,3651,0.45888765330582776,1.2568820961540063e-4,APSA,2.738975623116954e-4,John Adams and the Fear of American Oligarchy,1,308,0.45888765330582776,0.0014898949782656747,PSQ,0.003246753246753247,moral
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,democratic,1,3651,0.45888765330582776,1.2568820961540063e-4,APSA,2.738975623116954e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.45888765330582776,0.0012782385885956205,PSQ,0.002785515320334262,moral
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,development,1,3651,0.9210310984324304,2.5226817267390587e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,0.9210310984324304,0.0010184641707693665,PSQ,0.0011057869517139699,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,development,1,3651,0.9210310984324304,2.5226817267390587e-4,APSA,2.738975623116954e-4,Return to Cold War,1,309,0.9210310984324304,0.0029806831664479947,PSQ,0.003236245954692557,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,developments,1,3651,2.395319058406597,6.560720510563126e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,2.395319058406597,0.0026487125599778077,PSQ,0.0011057869517139699,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,income,1,3651,1.0450429964758627,2.862347292456485e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",6,2713,1.0450429964758627,0.0023111898189661544,PSQ,0.0022115739034279398,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,rates,1,3651,0.9539649201036793,2.6128866614726906e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,0.9539649201036793,3.5162732034783607e-4,PSQ,3.6859565057132326e-4,economic
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,threat,1,3651,1.1291690091287698,3.092766390382826e-4,APSA,2.738975623116954e-4,John Adams and the Fear of American Oligarchy,2,308,1.1291690091287698,0.00733226629304396,PSQ,0.006493506493506494,security
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,threat,1,3651,1.1291690091287698,3.092766390382826e-4,APSA,2.738975623116954e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,1.1291690091287698,8.324135710495907e-4,PSQ,7.371913011426465e-4,security
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,threat,1,3651,1.1291690091287698,3.092766390382826e-4,APSA,2.738975623116954e-4,Return to Cold War,1,309,1.1291690091287698,0.003654268637957184,PSQ,0.003236245954692557,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,environment,1,3462,0.8663956630437925,2.502587126065258e-4,APSA,2.8885037550548814e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.8663956630437925,0.0024133583928796446,PSQ,0.002785515320334262,environmental
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,equality,1,3462,1.7960679636137789,5.187949057232174e-4,APSA,2.8885037550548814e-4,John Adams and the Fear of American Oligarchy,1,308,1.7960679636137789,0.005831389492252529,PSQ,0.003246753246753247,moral
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,family,1,3462,1.5493698158906872,0.00044753605311689403,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",4,2713,1.5493698158906872,0.002284363901055197,PSQ,0.001474382602285293,moral
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,funds,1,3462,1.9773537875342013,5.711593840364533e-4,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.9773537875342013,7.28844005725839e-4,PSQ,3.6859565057132326e-4,economic
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,income,1,3462,1.0450429964758627,3.0186106195143346e-4,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",6,2713,1.0450429964758627,0.0023111898189661544,PSQ,0.0022115739034279398,economic
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,school,1,3462,1.7308819837290834,4.9996591095583e-4,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.7308819837290834,6.379955708548041e-4,PSQ,3.6859565057132326e-4,economic
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,security,1,3462,1.1782251661179641,3.403307816631901e-4,APSA,2.8885037550548814e-4,Return to Cold War,3,309,1.1782251661179641,0.01143907928269868,PSQ,0.009708737864077669,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,security,1,3462,1.1782251661179641,3.403307816631901e-4,APSA,2.8885037550548814e-4,John Adams and the Fear of American Oligarchy,1,308,1.1782251661179641,0.0038254063834998837,PSQ,0.003246753246753247,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,security,1,3462,1.1782251661179641,3.403307816631901e-4,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.1782251661179641,4.342886716247564e-4,PSQ,3.6859565057132326e-4,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,welfare,1,3462,1.434740646331326,4.1442537444579024e-4,APSA,2.8885037550548814e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.434740646331326,5.288391619356159e-4,PSQ,3.6859565057132326e-4,economic
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,community,1,3426,1.2506156625382205,3.650366790829599e-4,APSA,2.918855808523059e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,1.2506156625382205,0.0013829144812438857,PSQ,0.0011057869517139699,moral
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,democracy,1,3426,1.0066689835942475,2.938321610024073e-4,APSA,2.918855808523059e-4,John Adams and the Fear of American Oligarchy,2,308,1.0066689835942475,0.006536811581780828,PSQ,0.006493506493506494,moral
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,developed,1,3426,0.7972664681976223,2.3271058616392945e-4,APSA,2.918855808523059e-4,John Adams and the Fear of American Oligarchy,1,308,0.7972664681976223,0.0025885274941481245,PSQ,0.003246753246753247,economic
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,environment,1,3426,0.8663956630437925,2.528884013554561e-4,APSA,2.918855808523059e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.8663956630437925,0.0024133583928796446,PSQ,0.002785515320334262,environmental
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,military,1,3426,1.3450253470092952,3.925935046728824e-4,APSA,2.918855808523059e-4,Return to Cold War,1,309,1.3450253470092952,0.004352832838217784,PSQ,0.003236245954692557,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,nuclear,1,3426,2.7546930593144947,8.040551836878268e-4,APSA,2.918855808523059e-4,Return to Cold War,1,309,2.7546930593144947,0.008914864269626196,PSQ,0.003236245954692557,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,security,1,3426,1.1782251661179641,3.4390693698714656e-4,APSA,2.918855808523059e-4,Return to Cold War,3,309,1.1782251661179641,0.01143907928269868,PSQ,0.009708737864077669,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,security,1,3426,1.1782251661179641,3.4390693698714656e-4,APSA,2.918855808523059e-4,John Adams and the Fear of American Oligarchy,1,308,1.1782251661179641,0.0038254063834998837,PSQ,0.003246753246753247,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,security,1,3426,1.1782251661179641,3.4390693698714656e-4,APSA,2.918855808523059e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.1782251661179641,4.342886716247564e-4,PSQ,3.6859565057132326e-4,security
Social Identity and Electoral Accountability,2014-10-16,2014,democratic,1,3850,0.45888765330582776,1.1919159826125396e-4,APSA,2.5974025974025974e-4,U.S. House Incumbent Fundraising and Spending in a Post‐Citizens United and Post‐McCutcheon World,8,4777,0.45888765330582776,7.684951279980369e-4,PSQ,0.0016746912288046892,moral
The Elusive Search for Presidential Power,2013-12-17,2013,developing,1,3043,1.4204034831849186,4.6677735234469886e-4,APSA,3.2862306933946765e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",7,5826,1.4204034831849186,0.0017066296571051202,PSQ,0.001201510470305527,economic
The Elusive Search for Presidential Power,2013-12-17,2013,developing,1,3043,1.4204034831849186,4.6677735234469886e-4,APSA,3.2862306933946765e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,1,6044,1.4204034831849186,2.350105035051156e-4,PSQ,1.6545334215751158e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,employment,1,3043,1.854751465441869,6.095141194353826e-4,APSA,3.2862306933946765e-4,Limited Government and the Bill of Rights,1,306,1.854751465441869,0.006061279298829637,PSQ,0.0032679738562091504,economic
The Elusive Search for Presidential Power,2013-12-17,2013,employment,1,3043,1.854751465441869,6.095141194353826e-4,APSA,3.2862306933946765e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,1,6044,1.854751465441869,3.0687482882889956e-4,PSQ,1.6545334215751158e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,environment,1,3043,0.8663956630437925,2.8471760205185426e-4,APSA,3.2862306933946765e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",6,5826,0.8663956630437925,8.922715376352136e-4,PSQ,0.0010298661174047373,environmental
